NXN	ENSG00000167693	219489_s_at
RSL1D1	ENSG00000171490	212019_at,213750_at,212018_s_at
CDK16	ENSG00000102225	208823_s_at,208824_x_at,207239_s_at
CIB2	ENSG00000136425	205008_s_at,214065_s_at,205007_s_at
TUBB	ENSG00000196230	211714_x_at,212320_at,209026_x_at
PAPPA2	ENSG00000116183	214689_at,211918_x_at,213332_at
LIMK2	ENSG00000182541	210582_s_at,202193_at,217475_s_at
ARFGEF2	ENSG00000124198	218098_at,215927_at,215931_s_at
UBR5	ENSG00000104517	208883_at,208884_s_at,208882_s_at
TP53I11	ENSG00000175274	203421_at,216919_at,214667_s_at
BCL2	ENSG00000171791	207005_s_at,207004_at,203684_s_at
GAD1	ENSG00000128683	206670_s_at,206669_at,205278_at
HNRNPA3	ENSG00000170144	211930_at,211929_at,211932_at
FAM149A	ENSG00000109794	222291_at,214890_s_at,214889_at
TBC1D5	ENSG00000131374	201813_s_at,201815_s_at,201814_at
NR4A1	ENSG00000123358	210226_at,202340_x_at,211143_x_at
ANGPTL2	ENSG00000136859	213001_at,219514_at,213004_at
POU6F1	ENSG00000184271	205878_at,216332_at,216330_s_at
TK2	ENSG00000166548	204277_s_at,204276_at,204227_s_at
ABCC6	ENSG00000091262	208480_s_at,215559_at,214033_at
FXR1	ENSG00000114416	201637_s_at,201635_s_at,201636_at
ACTR3	ENSG00000115091	213102_at,213101_s_at,200996_at
TBCD	ENSG00000141556	216128_at,211052_s_at,201759_at
PEX16	ENSG00000121680	221604_s_at,221603_at,49878_at
KDM5B	ENSG00000117139	201547_at,201549_x_at,211202_s_at
MED8	ENSG00000159479	213696_s_at,213126_at,213127_s_at
TTC22	ENSG00000006555	215106_at,215107_s_at,220309_at
LSS	ENSG00000160285	211019_s_at,202245_at,211018_at
NQO1	ENSG00000181019	201467_s_at,210519_s_at,201468_s_at
ATG4B	ENSG00000168397	212280_x_at,204902_s_at,204903_x_at
COX4I1	ENSG00000131143	200086_s_at,202698_x_at,213758_at
MAPRE2	ENSG00000166974	211556_at,213489_at,202501_at
ELMO2	ENSG00000062598	220363_s_at,55692_at,221528_s_at
CYP2D6	ENSG00000100197	215809_at,207498_s_at,217468_at
RDX	ENSG00000137710	204969_s_at,212398_at,212397_at
PCDHGA3	ENSG00000254245	216343_at,216352_x_at,211879_x_at
TRAM1	ENSG00000067167	201398_s_at,210733_at,201399_s_at
DOM3Z	ENSG00000204348	38157_at,204522_at,215982_s_at
MASP2	ENSG00000009724	210798_x_at,207041_at,216968_at
USP33	ENSG00000077254	217441_at,212513_s_at,214843_s_at
LPHN1	ENSG00000072071	203488_at,219145_at,47560_at
PDS5A	ENSG00000121892	212138_at,213984_at,213983_s_at
UQCRB	ENSG00000156467	209066_x_at,205849_s_at,209065_at
PTCH1	ENSG00000185920	208522_s_at,209816_at,209815_at
HLA-F	ENSG00000204642	221875_x_at,204806_x_at,221978_at
TBCB	ENSG00000105254	211759_x_at,201804_x_at,216194_s_at
FANCA	ENSG00000187741	203805_s_at,215530_at,203806_s_at
NR4A2	ENSG00000153234	216248_s_at,204622_x_at,204621_s_at
NUP160	ENSG00000030066	214963_at,214962_s_at,212709_at
SEC23B	ENSG00000101310	201582_at,210293_s_at,201583_s_at
SLC35E1	ENSG00000127526	220796_x_at,79005_at,222263_at
CAMK2G	ENSG00000148660	214322_at,212669_at,212757_s_at
SAP18	ENSG00000150459	208740_at,208742_s_at,208741_at
FARS2	ENSG00000145982	204282_s_at,204283_at,215414_at
KDELR3	ENSG00000100196	207264_at,207265_s_at,204017_at
RAD52	ENSG00000002016	211904_x_at,205647_at,210630_s_at
SMAD2	ENSG00000175387	203077_s_at,203075_at,203076_s_at
YWHAB	ENSG00000166913	217718_s_at,217717_s_at,208743_s_at
TBC1D2B	ENSG00000167202	215951_at,215640_at,212796_s_at
IVD	ENSG00000128928	203681_at,203682_s_at,216958_s_at
HBS1L	ENSG00000112339	209316_s_at,209315_at,209314_s_at
TNKS	ENSG00000173273	216695_s_at,202561_at,217121_at
FKBP15	ENSG00000119321	212663_at,31826_at,76897_s_at
FAM174B	ENSG00000185442	222085_at,51158_at,221880_s_at
DNAH3	ENSG00000158486	215266_at,216415_at,220725_x_at
SVIL	ENSG00000197321	217634_at,202565_s_at,202566_s_at
PHLDB1	ENSG00000019144	216019_x_at,212134_at,216102_at
TRPC1	ENSG00000144935	205802_at,205803_s_at,211602_s_at
KIAA0368	ENSG00000136813	212428_at,214356_s_at,212427_at
NLRP1	ENSG00000091592	211822_s_at,210113_s_at,211824_x_at
MTUS1	ENSG00000129422	212096_s_at,212093_s_at,212095_s_at
SMCHD1	ENSG00000101596	212579_at,212569_at,212577_at
FASTK	ENSG00000164896	202676_x_at,210975_x_at,214114_x_at
SGSM3	ENSG00000100359	203014_x_at,214779_s_at,215519_x_at
SH3GLB1	ENSG00000097033	209090_s_at,209091_s_at,210101_x_at
PSD3	ENSG00000156011	218613_at,203355_s_at,203354_s_at
ADRBK1	ENSG00000173020	201401_s_at,38447_at,201402_at
ZNF79	ENSG00000196152	214138_at,216482_x_at,216486_x_at
MAP2K7	ENSG00000076984	209952_s_at,209951_s_at,216206_x_at
ZNF500	ENSG00000103199	213639_s_at,41113_at,213641_at
DAZAP2	ENSG00000183283	200794_x_at,214334_x_at,212595_s_at
DBI	ENSG00000155368	211070_x_at,202428_x_at,209389_x_at
STX6	ENSG00000135823	214441_at,212799_at,212800_at
GLUL	ENSG00000135821	215001_s_at,217202_s_at,200648_s_at
DHX9	ENSG00000135829	212107_s_at,202420_s_at,212105_s_at
PART1	ENSG00000152931	205833_s_at,215972_at,205834_s_at
KHSRP	ENSG00000088247	204372_s_at,212303_x_at,204371_s_at
SRSF5	ENSG00000100650	212266_s_at,203380_x_at,210077_s_at
RGS1	ENSG00000090104	202989_at,216834_at,202988_s_at
HINT1	ENSG00000169567	208826_x_at,200093_s_at,207721_x_at
CASP10	ENSG00000003400	210708_x_at,210955_at,211888_x_at
SNCA	ENSG00000145335	211546_x_at,207827_x_at,204467_s_at
YLPM1	ENSG00000119596	214713_at,212787_at,214659_x_at
ABHD6	ENSG00000163686	221679_s_at,45288_at,221678_at
BICD2	ENSG00000185963	209203_s_at,213154_s_at,212702_s_at
EDNRB	ENSG00000136160	206701_x_at,204271_s_at,204273_at
CLASP2	ENSG00000163539	212309_at,212306_at,212308_at
SEC63	ENSG00000025796	201916_s_at,201915_at,201914_s_at
ZEB1	ENSG00000148516	212758_s_at,212764_at,210875_s_at
MCF2L	ENSG00000126217	212935_at,35147_at,220464_at
SRSF11	ENSG00000116754	200685_at,200686_s_at,213742_at
PLCB1	ENSG00000182621	215687_x_at,211925_s_at,213222_at
MARCH6	ENSG00000145495	215512_at,201737_s_at,201736_s_at
MAP4K5	ENSG00000012983	203553_s_at,203552_at,211081_s_at
TSFM	ENSG00000123297	214331_at,214332_s_at,212656_at
HTATIP2	ENSG00000109854	207180_s_at,210253_at,209448_at
PRIM2	ENSG00000146143	205628_at,215708_s_at,215709_at
SWAP70	ENSG00000133789	210369_at,209306_s_at,209307_at
FAM149B1	ENSG00000138286	213458_at,213463_s_at,213896_x_at
CUL5	ENSG00000166266	203531_at,203533_s_at,203532_x_at
IRF4	ENSG00000137265	216986_s_at,216987_at,204562_at
ZCCHC4	ENSG00000168228	219917_at,220472_at,220473_s_at
TGFA	ENSG00000163235	205015_s_at,211258_s_at,205016_at
DLGAP4	ENSG00000080845	202572_s_at,202571_s_at,202570_s_at
FCGR2C	ENSG00000244682	211395_x_at,211396_at,210992_x_at
HOMER3	ENSG00000051128	204647_at,215489_x_at,222222_s_at
EPM2A	ENSG00000112425	205231_s_at,216079_at,210870_s_at
RABGGTB	ENSG00000137955	209180_at,209181_s_at,213704_at
U2SURP	ENSG00000163714	212060_at,212058_at,212061_at
SKP1	ENSG00000113558	200718_s_at,200719_at,207974_s_at
NCKIPSD	ENSG00000213672	218697_at,216116_at,216114_at
UBE2I	ENSG00000103275	213535_s_at,211008_s_at,208760_at
MKL1	ENSG00000196588	215291_at,215292_s_at,212748_at
MYO6	ENSG00000196586	210480_s_at,203216_s_at,203215_s_at
LPIN1	ENSG00000134324	212272_at,212276_at,212274_at
RAB6A	ENSG00000175582	201047_x_at,201045_s_at,201048_x_at
ABCC3	ENSG00000108846	214979_at,208161_s_at,209641_s_at
LUC7L3	ENSG00000108848	203804_s_at,220044_x_at,208835_s_at
NFYB	ENSG00000120837	218127_at,218128_at,218129_s_at
SBNO1	ENSG00000139697	218737_at,216161_at,216162_at
PDCD2	ENSG00000071994	213581_at,204025_s_at,213585_s_at
PRKCI	ENSG00000163558	213518_at,209678_s_at,209677_at
ADAM28	ENSG00000042980	208269_s_at,208268_at,205997_at
UMPS	ENSG00000114491	202706_s_at,215165_x_at,202707_at
GLG1	ENSG00000090863	214730_s_at,212045_at,207966_s_at
MPHOSPH9	ENSG00000051825	221965_at,215731_s_at,206205_at
RPL5	ENSG00000122406	210034_s_at,213080_x_at,200937_s_at
ZMYM4	ENSG00000146463	202050_s_at,202051_s_at,202049_s_at
PLCL2	ENSG00000154822	216217_at,216218_s_at,213309_at
SAT1	ENSG00000130066	203455_s_at,210592_s_at,213988_s_at
PTPN2	ENSG00000175354	213137_s_at,204935_at,213136_at
TRMT1	ENSG00000104907	210463_x_at,216454_at,203701_s_at
PDPK1	ENSG00000140992	221244_s_at,32029_at,204524_at
PDXK	ENSG00000160209	218018_at,218019_s_at,202671_s_at
ZBTB43	ENSG00000169155	204180_s_at,204182_s_at,204181_s_at
TAX1BP1	ENSG00000106052	200977_s_at,200976_s_at,213786_at
MIER2	ENSG00000105556	221862_at,221863_at,44822_s_at
HMGB1	ENSG00000189403	214938_x_at,200679_x_at,200680_x_at
UBE2D2	ENSG00000131508	201344_at,201343_at,201345_s_at
DIAPH1	ENSG00000131504	215541_s_at,209190_s_at,213514_s_at
GNB1	ENSG00000078369	200746_s_at,200745_s_at,200744_s_at
RYK	ENSG00000163785	214172_x_at,216976_s_at,202853_s_at
EPS15L1	ENSG00000127527	221056_x_at,222113_s_at,222112_at
SHMT2	ENSG00000182199	214095_at,214437_s_at,214096_s_at
POFUT2	ENSG00000186866	207449_s_at,207448_at,209578_s_at
PLCH1	ENSG00000114805	216633_s_at,214745_at,216634_at
U2AF2	ENSG00000063244	218381_s_at,218382_s_at,214171_s_at
COX11	ENSG00000166260	211727_s_at,214277_at,203551_s_at
AKAP9	ENSG00000127914	207870_at,210962_s_at,215483_at
RPL15	ENSG00000174748	221475_s_at,217266_at,221476_s_at
ALMS1	ENSG00000116127	214220_s_at,214707_x_at,214221_at
BLZF1	ENSG00000117475	203840_at,210462_at,32088_at
UBXN4	ENSG00000144224	212007_at,212008_at,212006_at
YWHAQ	ENSG00000134308	200693_at,212426_s_at,213699_s_at
DDR1	ENSG00000204580	210749_x_at,207169_x_at,208779_x_at
GAP43	ENSG00000172020	216967_at,216963_s_at,204471_at
SLC25A36	ENSG00000114120	201919_at,201918_at,201917_s_at
COL1A1	ENSG00000108821	202311_s_at,217430_x_at,202312_s_at
RAB3GAP1	ENSG00000115839	212932_at,213530_at,213531_s_at
AGA	ENSG00000038002	216064_s_at,204333_s_at,204332_s_at
UBE2D3	ENSG00000109332	200667_at,200669_s_at,200668_s_at
SCLY	ENSG00000132330	59705_at,221575_at,219808_at
PREPL	ENSG00000138078	212215_at,212217_at,212216_at
ACTR2	ENSG00000138071	200727_s_at,200728_at,200729_s_at
PCLO	ENSG00000186472	213558_at,210650_s_at,217096_at
KAT5	ENSG00000172977	206689_x_at,209192_x_at,214258_x_at
CYBB	ENSG00000165168	217431_x_at,203923_s_at,203922_s_at
PIAS1	ENSG00000033800	217863_at,217864_s_at,217862_at
BMP8A	ENSG00000183682	220203_at,207866_at,220204_s_at
MVK	ENSG00000110921	36907_at,215649_s_at,204056_s_at
SOCS3	ENSG00000184557	214105_at,206359_at,206360_s_at
MFN1	ENSG00000171109	211801_x_at,217043_s_at,207098_s_at
GRB10	ENSG00000106070	209410_s_at,210999_s_at,215248_at
SEC24D	ENSG00000150961	215209_at,215641_at,202375_at
CBFA2T2	ENSG00000078699	207625_s_at,209145_s_at,209144_s_at
ITSN2	ENSG00000198399	209898_x_at,209907_s_at,210545_at
SGPL1	ENSG00000166224	212321_at,212322_at,208381_s_at
EPHB2	ENSG00000133216	209589_s_at,210651_s_at,211165_x_at
CABP1	ENSG00000157782	208320_at,210181_s_at,208321_s_at
FAM49B	ENSG00000153310	217916_s_at,217535_at,217534_at
TMCC1	ENSG00000172765	213351_s_at,213349_at,213352_at
EIF4B	ENSG00000063046	211937_at,211938_at,219599_at
PIGO	ENSG00000165282	214991_s_at,214990_at,209998_at
TBXA2R	ENSG00000006638	207554_x_at,211590_x_at,207555_s_at
NRXN3	ENSG00000021645	215020_at,215021_s_at,205795_at
PPP1CB	ENSG00000213639	201409_s_at,201407_s_at,201408_at
PI4K2A	ENSG00000155252	209346_s_at,209345_s_at,215134_at
RCAN1	ENSG00000159200	215254_at,215253_s_at,208370_s_at
SLC16A5	ENSG00000170190	213590_at,206600_s_at,206599_at
DMD	ENSG00000198947	208086_s_at,203881_s_at,207660_at
CHTOP	ENSG00000160679	202560_s_at,209927_s_at,202559_x_at
CHMP2B	ENSG00000083937	202536_at,202538_s_at,202537_s_at
ITPR3	ENSG00000096433	201188_s_at,201187_s_at,201189_s_at
SNAP23	ENSG00000092531	209131_s_at,209130_at,214544_s_at
EHD2	ENSG00000024422	45297_at,221870_at,205341_at
MECP2	ENSG00000169057	202616_s_at,202617_s_at,202618_s_at
TCEB3	ENSG00000011007	202819_s_at,213604_at,202818_s_at
ORC5	ENSG00000164815	211213_at,211212_s_at,204957_at
TAF9B	ENSG00000187325	221618_s_at,221616_s_at,221617_at
TAP2	ENSG00000204267	204770_at,204769_s_at,208428_at
CTBP1	ENSG00000159692	213980_s_at,203392_s_at,212863_x_at
CNOT8	ENSG00000155508	202164_s_at,202163_s_at,202162_s_at
TNIK	ENSG00000154310	213109_at,213107_at,211828_s_at
EVI5	ENSG00000067208	208298_at,208297_s_at,209717_at
LSM14A	ENSG00000257103	212131_at,222099_s_at,212132_at
AKT3	ENSG00000117020	219393_s_at,212607_at,212609_s_at
HSPA9	ENSG00000113013	200692_s_at,200691_s_at,200690_at
ACSL3	ENSG00000123983	201660_at,201662_s_at,201661_s_at
BAG6	ENSG00000204463	201255_x_at,213318_s_at,210208_x_at
PRRC2A	ENSG00000204469	208132_x_at,214201_x_at,212081_x_at
KAZN	ENSG00000189337	213478_at,215138_s_at,213752_at
ABCC9	ENSG00000069431	208562_s_at,208561_at,208462_s_at
CHD9	ENSG00000177200	212615_at,212616_at,220586_at
LRP12	ENSG00000147650	220254_at,220253_s_at,219631_at
PLXNC1	ENSG00000136040	206471_s_at,213241_at,206470_at
RBBP4	ENSG00000162521	217015_at,210371_s_at,217301_x_at
KDM2A	ENSG00000173120	208987_s_at,208989_s_at,208988_at
ATP2B1	ENSG00000070961	209281_s_at,212930_at,215716_s_at
SEC22B	ENSG00000223380	214257_s_at,209206_at,209207_s_at
TNFSF10	ENSG00000121858	214329_x_at,202687_s_at,202688_at
METTL13	ENSG00000010165	206468_s_at,212407_at,212405_s_at
SMG7	ENSG00000116698	201793_x_at,201794_s_at,217189_s_at
TMPO	ENSG00000120802	209754_s_at,203432_at,209753_s_at
JTB	ENSG00000143543	200048_s_at,210434_x_at,210927_x_at
LIMK1	ENSG00000106683	204357_s_at,204356_at,208372_s_at
COMMD4	ENSG00000140365	206441_s_at,209132_s_at,209133_s_at
RYBP	ENSG00000163602	201844_s_at,201845_s_at,201846_s_at
PDE4C	ENSG00000105650	206792_x_at,211818_s_at,206791_s_at
PIGC	ENSG00000135845	202846_s_at,215242_at,216593_s_at
BTG3	ENSG00000154640	205548_s_at,215425_at,213134_x_at
BTRC	ENSG00000166167	204901_at,216091_s_at,222374_at
ARPC4	ENSG00000241553	211672_s_at,217818_s_at,217817_at
CLIC5	ENSG00000112782	213317_at,219866_at,217628_at
OPRM1	ENSG00000112038	207994_s_at,211359_s_at,207989_at
PDK3	ENSG00000067992	206347_at,206348_s_at,221957_at
ZMYM5	ENSG00000132950	215948_x_at,206744_s_at,206652_at
CACNB1	ENSG00000067191	210185_at,210967_x_at,206996_x_at
NR2C1	ENSG00000120798	210530_s_at,204791_at,210531_at
CHST3	ENSG00000122863	32094_at,208252_s_at,209834_at
ACTN1	ENSG00000072110	208636_at,208637_x_at,211160_x_at
KMO	ENSG00000117009	205306_x_at,211138_s_at,205307_s_at
HBEGF	ENSG00000113070	222076_at,38037_at,203821_at
UROD	ENSG00000126088	208971_at,208970_s_at,222074_at
ARF3	ENSG00000134287	200011_s_at,200734_s_at,211622_s_at
NPM1	ENSG00000181163	221691_x_at,200063_s_at,221923_s_at
USP4	ENSG00000114316	211800_s_at,202681_at,202682_s_at
RGS10	ENSG00000148908	204319_s_at,214000_s_at,204316_at
KRAS	ENSG00000133703	214352_s_at,204009_s_at,204010_s_at
SRRM2	ENSG00000167978	208610_s_at,216629_at,207435_s_at
RNF24	ENSG00000101236	210706_s_at,204669_s_at,204668_at
COPA	ENSG00000122218	214336_s_at,208684_at,214337_at
PPIG	ENSG00000138398	208994_s_at,208995_s_at,208993_s_at
TMX4	ENSG00000125827	201580_s_at,216027_at,201581_at
IGHM	ENSG00000211899	209374_s_at,216491_x_at,212827_at
PRPF40A	ENSG00000196504	218053_at,214941_s_at,213729_at
SQSTM1	ENSG00000161011	217255_at,217252_at,213112_s_at
DOK4	ENSG00000125170	207747_s_at,209690_s_at,209691_s_at
SART3	ENSG00000075856	209128_s_at,200069_at,209127_s_at
PSMA1	ENSG00000129084	201676_x_at,211746_x_at,210759_s_at
AFF2	ENSG00000155966	216364_s_at,206105_at,210957_s_at
EIF4E	ENSG00000151247	201437_s_at,201435_s_at,201436_at
SAFB	ENSG00000160633	201747_s_at,201748_s_at,213635_s_at
RNF114	ENSG00000124226	211678_s_at,200868_s_at,200867_at
STX16	ENSG00000124222	221638_s_at,221500_s_at,221499_s_at
FEM1B	ENSG00000169018	212374_at,212373_at,212367_at
YTHDC2	ENSG00000047188	205835_s_at,205836_s_at,213077_at
SIGLEC6	ENSG00000105492	206519_x_at,210796_x_at,206520_x_at
MBNL1	ENSG00000152601	215663_at,201151_s_at,201153_s_at
PIAS2	ENSG00000078043	37433_at,214593_at,214442_s_at
PDS5B	ENSG00000083642	215888_at,207956_x_at,204742_s_at
WDFY3	ENSG00000163625	212606_at,212598_at,212602_at
GPR135	ENSG00000181619	217641_at,211659_at,214503_x_at
ITGA4	ENSG00000115232	205885_s_at,205884_at,213416_at
IL13RA1	ENSG00000131724	211612_s_at,201888_s_at,210904_s_at
ST6GAL1	ENSG00000073849	214971_s_at,214970_s_at,201998_at
CHI3L1	ENSG00000133048	209396_s_at,209395_at,216546_s_at
SCARB2	ENSG00000138760	215754_at,201646_at,201647_s_at
CCNG2	ENSG00000138764	202770_s_at,211559_s_at,202769_at
WIPI2	ENSG00000157954	204710_s_at,202031_s_at,214699_x_at
PI4KB	ENSG00000143393	206138_s_at,210417_s_at,206139_at
ZMIZ2	ENSG00000122515	221924_at,54970_at,221525_at
CTTN	ENSG00000085733	214782_at,214073_at,201059_at
ENTPD1	ENSG00000138185	209473_at,207691_x_at,209474_s_at
CDC16	ENSG00000130177	209659_s_at,209658_at,202717_s_at
APOOL	ENSG00000155008	222269_at,213282_at,213289_at
KSR1	ENSG00000141068	213770_at,213769_at,213767_at
PKN2	ENSG00000065243	212628_at,210969_at,212629_s_at
OTUB1	ENSG00000167770	201245_s_at,201246_s_at,38710_at
CD28	ENSG00000178562	206545_at,211861_x_at,211856_x_at
MGAT2	ENSG00000168282	203101_s_at,203102_s_at,211061_s_at
SIKE1	ENSG00000052723	221705_s_at,204666_s_at,204665_at
ARHGEF4	ENSG00000136002	205109_s_at,211891_s_at,216912_at
PPP1R7	ENSG00000115685	201214_s_at,201213_at,213465_s_at
PASK	ENSG00000115687	213534_s_at,206594_at,216945_x_at
CALR	ENSG00000179218	212953_x_at,200935_at,214315_x_at
RQCD1	ENSG00000144580	213179_at,213903_s_at,213098_at
ELK4	ENSG00000158711	214831_at,206919_at,205994_at
DYRK1A	ENSG00000157540	211541_s_at,209033_s_at,211079_s_at
SMARCC1	ENSG00000173473	201073_s_at,201075_s_at,201072_s_at
ATP2A2	ENSG00000174437	212361_s_at,209186_at,212362_at
GLYR1	ENSG00000140632	218506_x_at,222115_x_at,221628_s_at
UTY	ENSG00000183878	208067_x_at,210322_x_at,211149_at
EIF4A1	ENSG00000161960	214805_at,201530_x_at,211787_s_at
PURA	ENSG00000185129	204021_s_at,213806_at,204020_at
CLEC11A	ENSG00000105472	211709_s_at,210783_x_at,205131_x_at
SUPT6H	ENSG00000109111	208420_x_at,208831_x_at,208830_s_at
B9D1	ENSG00000108641	205662_at,210534_s_at,210535_at
TLE4	ENSG00000106829	214688_at,216997_x_at,204872_at
BNIP1	ENSG00000113734	204930_s_at,207829_s_at,37226_at
BRE	ENSG00000158019	205550_s_at,212645_x_at,211566_x_at
UBR2	ENSG00000024048	215558_at,212756_s_at,212760_at
GREB1	ENSG00000196208	205862_at,210855_at,210562_at
ANGEL2	ENSG00000174606	221826_at,217630_at,221825_at
STK38	ENSG00000112079	202951_at,216727_at,216451_at
ZNF24	ENSG00000172466	212534_at,203247_s_at,203248_at
PLAUR	ENSG00000011422	211924_s_at,214866_at,210845_s_at
AGGF1	ENSG00000164252	210710_at,218534_s_at,208042_at
PCNX	ENSG00000100731	213173_at,215175_at,213159_at
POLDIP3	ENSG00000100227	210583_at,212100_s_at,215357_s_at
FOSL2	ENSG00000075426	218881_s_at,205409_at,218880_at
KLK2	ENSG00000167751	210339_s_at,209854_s_at,209855_s_at
ABAT	ENSG00000183044	209459_s_at,206527_at,209460_at
NONO	ENSG00000147140	208698_s_at,210470_x_at,200057_s_at
CPSF1	ENSG00000071894	201638_s_at,201639_s_at,33132_at
CTNS	ENSG00000040531	204925_at,36566_at,215459_at
ILVBL	ENSG00000105135	202993_at,216270_at,210624_s_at
RARG	ENSG00000172819	204188_s_at,204189_at,217178_at
ALG13	ENSG00000101901	205583_s_at,219015_s_at,205584_at
SLC23A2	ENSG00000089057	211572_s_at,209237_s_at,209236_at
PQBP1	ENSG00000102103	210499_s_at,214527_s_at,207769_s_at
SLC35A2	ENSG00000102100	207439_s_at,207440_at,209326_at
PAX3	ENSG00000135903	207680_x_at,216059_at,207679_at
FADS1	ENSG00000149485	208963_x_at,208962_s_at,208964_s_at
NEU3	ENSG00000162139	216082_at,206948_at,216083_s_at
INO80B	ENSG00000115274	221251_x_at,222093_s_at,65133_i_at
JAK3	ENSG00000105639	211109_at,211108_s_at,207187_at
ENOX2	ENSG00000165675	204643_s_at,204644_at,32042_at
RHD	ENSG00000187010	210586_x_at,210430_x_at,210429_at
ABHD5	ENSG00000011198	213805_at,218739_at,213935_at
CDC42EP4	ENSG00000179604	214721_x_at,218063_s_at,218062_x_at
SEMA3F	ENSG00000001617	206832_s_at,209730_at,35666_at
PKLR	ENSG00000143627	210451_at,222078_at,207858_s_at
ZER1	ENSG00000160445	202452_at,202456_s_at,202448_s_at
VAMP4	ENSG00000117533	211760_s_at,207350_s_at,213480_at
ST3GAL6	ENSG00000064225	213335_s_at,213355_at,210942_s_at
EDNRA	ENSG00000151617	204464_s_at,216235_s_at,204463_s_at
TBC1D30	ENSG00000111490	213912_at,215186_at,213913_s_at
MLH3	ENSG00000119684	204838_s_at,214525_x_at,217216_x_at
ULK2	ENSG00000083290	215154_at,204062_s_at,204063_s_at
NUP188	ENSG00000095319	214675_at,217601_at,212691_at
CES2	ENSG00000172831	209667_at,209668_x_at,213509_x_at
SSH3	ENSG00000172830	219241_x_at,51192_at,219919_s_at
HRASLS2	ENSG00000133328	216760_at,216759_at,221122_at
ZFPL1	ENSG00000162300	214310_s_at,214311_at,209428_s_at
CDV3	ENSG00000091527	213554_s_at,212010_s_at,213548_s_at
CDC42	ENSG00000070831	214230_at,208727_s_at,210232_at
ST13	ENSG00000100380	208666_s_at,208667_s_at,207040_s_at
VPS13A	ENSG00000197969	214852_x_at,214785_at,213686_at
MTMR2	ENSG00000087053	214649_s_at,203212_s_at,203211_s_at
STX7	ENSG00000079950	203457_at,212631_at,212632_at
BLVRA	ENSG00000106605	203772_at,203773_x_at,203771_s_at
SMURF1	ENSG00000198742	212668_at,215458_s_at,212666_at
MYO9B	ENSG00000099331	208452_x_at,214780_s_at,217297_s_at
ELK1	ENSG00000126767	210376_x_at,210850_s_at,203617_x_at
KRIT1	ENSG00000001631	34031_i_at,204738_s_at,216713_at
LSM4	ENSG00000130520	202736_s_at,212924_s_at,202737_s_at
FGFR1OP	ENSG00000213066	214124_x_at,205587_at,205588_s_at
DLC1	ENSG00000164741	220511_s_at,220512_at,210762_s_at
ADCY1	ENSG00000164742	215348_at,215340_at,213245_at
HIP1R	ENSG00000130787	209558_s_at,38340_at,209559_at
TMED2	ENSG00000086598	200087_s_at,204426_at,204427_s_at
FAS	ENSG00000026103	204780_s_at,216252_x_at,215719_x_at
GRIA3	ENSG00000125675	208032_s_at,217565_at,206730_at
GRM8	ENSG00000179603	216992_s_at,216255_s_at,216256_at
URB1	ENSG00000142207	217633_at,208395_s_at,212996_s_at
BAZ1B	ENSG00000009954	211313_s_at,208445_s_at,213336_at
FAM13A	ENSG00000138640	202973_x_at,202972_s_at,217047_s_at
RPS6	ENSG00000137154	201254_x_at,209134_s_at,211690_at
EXOG	ENSG00000157036	205521_at,206902_s_at,206903_at
ZFP36L2	ENSG00000152518	201368_at,201369_s_at,201367_s_at
HAUS5	ENSG00000249115	213053_at,36888_at,213054_at
CDRT1	ENSG00000241322	208279_s_at,215999_at,208280_at
XPNPEP1	ENSG00000108039	217380_s_at,222072_at,208453_s_at
SFRP1	ENSG00000104332	202036_s_at,202035_s_at,202037_s_at
VAMP1	ENSG00000139190	207101_at,213326_at,207100_s_at
TUBGCP2	ENSG00000130640	202477_s_at,202476_s_at,213563_s_at
SF3A1	ENSG00000099995	216457_s_at,201357_s_at,201356_at
TMF1	ENSG00000144747	215855_s_at,213024_at,214948_s_at
